Issue ID,Subject,Project,Subtasks,Subtasks ID,Stage
10823,Загрузка из клинт-банка,Белгородская индейка,,,
10822,OPTIS-38,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10821,OPTIS-199,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10820,OPTIS-37,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10819,Ошибка построения отчета по СБК в объекте имущества , =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10818,OPTIS-198,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10817,Сервис odata GetNorms не возвращает нормы выработки наемных комбайнов для части полей.,РусАгро - Тех.поддержка,,,
10816,"ТУРБО Фудтех - Доработка карточки ""Возврат ТМЦ от Покупателя""",Белгородская индейка,,,
10815,"Удалить блок ""Оборудование здания/сооружения"" в печатной форме карточек здания и сооружения",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10814,Добавить хинт к ячейке Лифт документа МГН,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10813,"CR 609123 / SD : В программе ZSD_PRINTMNG, заменять BT-12 информацией из ZSD_T_VBAOKA-DELBROJ, вместо VBKD-BSTKD если поле не пустое",NIS Сербия SAP23006_NPS_01  ,,,
10812,Ошибка при открытии договора, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10811,CR 2 (1170734) CAPEX,NIS Сербия SAP23006_NPS_01  ,,,
10810,ТУРБО Фудтех - Доработка карточки Отгрузка ТМЦ покупателю,Белгородская индейка,,,
10809,Доработка полномочия работы со справочником «Обременения (ограничения) прав»,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10808,"ТУРБО Фудтех - доработка карточки ""Приемка из производства""",Белгородская индейка,,,
10807,OPTIS-40,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10806,OPTIS-64,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10805,СМ 7000410059 (2000108588) Книга покупок ККС 500 исключить проводку Дт C6201.0202 Кт C9101.1070,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10804,OPTIS-34,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10803,Доработка логики инвентаризации.,SAP22030_NOKT_02 Нокиан  вторая очередь,"Некорректная работа сканера в приложении ""Перемещение ТМЦ""",10984,
10802,Ошибка Сальдо в 07.23,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10801,При сохранении карточки ОН неверно отрабатывает проверка суммарных площадей по документам эксплуатации,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10800,Сделать хинты к полям карточки,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10799,OPTIS-110 (мобильное решение),SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10798,OPTIS-110 (десктопная часть),SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10797,OPTIS-92 и OPTIS-141,SAP22030_NOKT_02 Нокиан  вторая очередь,Мелкие модификации по задачам,11165,
10796,OPTIS-48,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10795,В отчете Перечень объектов недвижимого имущества сделать множественный выбор, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10794,ТУРБО 10.51 Фудтех - Доработка интеграции ТУРБО с системой Меркурий при оформлении транспортной партии,Белгородская индейка,,,
10793,CR 4 (1144154),NIS Сербия SAP23006_NPS_01  ,,,
10792,СМ 7000409548   (2000108472) Счет учета C7609.0108 - Данные Управдом (ККС 500),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10791,Ошибка при создании плана по подразделению., =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10790,ТУРБО 10.51 ФудТех - Срок годности партии при приёме из производства,Белгородская индейка,,,
10789,"Налоговый мониторинг -Доп лист ниги покупок, таблица БД",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10788,"Налоговый мониторинг -Доп лист книги продаж, таблица БД",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10787,OPTIS-72,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10786,OPTIS-55,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10785,OPTIS-53 (мобильное приложение),SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10784,OPTIS-53 (десктопная часть),SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10783,OPTIS-84,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10782,Получить данные API-запросом от ГАС Правосудие,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10781,SHLOG-203 Создание IDoc при создании\изменении единиц оборудования.,РусАгро - ЗНИ,,,
10780,"Налоговый мониторинг -Книги покупок, таблица БД",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10779,ТУРБО 10.51 ФудТех - Первичная документация,Белгородская индейка,Создание нумератора для форм первички,11069,
10778,В отчете 7.8Т выводятся строки с нулевыми показателями,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10777,"Доработка проверки в карточке ""Заявка на обслуживание""",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10776,SHLOG-203 Создание IDoc при создании\изменении материала.,РусАгро - ЗНИ,,,
10775,SHLOG-203 Создание таблицы и транзакции для ее просмотра и ведения. Выездная инвентаризация РАИ.  ,РусАгро - ЗНИ,,,
10774,ТУРБО 10.51 ФудТех - Разработка транспортных справочников и доработка документов движения ТМЦ,Белгородская индейка,,,
10773,"CR 749015 оценка доработки тр. Z_PRINTMNG, расширение XML",NIS Сербия SAP23006_NPS_01  ,,,
10772,Программа ZCO_INT_STOCK_POST,NIS Сербия SAP23006_NPS_01  ,,,
10771,"Требуется добавить выгрузку в отчеты ""Отчет годовое потребление ГСМ"" и ""Отчет по расходу ГСМ""", =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10770,ТУРБО 10.51 ФудТех - Разработка инструмента ведения ПУЦ,Белгородская индейка,,,
10769,СМ 7000409137 (2000108321) Ошибка при выводе банковских отчетов в EXCEL,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10768,"Налоговый мониторинг -Книги продаж, таблица БД",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10767,CR 1138624 v.2.0 Замена счета компании по представленному примеру,NIS Сербия SAP23006_NPS_01  ,,,
10766,СМ 7000408936 (2000108276) Поиск номера соглашения в ZCLBNK_V3 - Загрузка и обработка банк. выписки,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10765,Отсутствие скролла в настраиваемых отчетах, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10764,"Доработка отчета ""Неактуальные сведения""",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10763,"В отчет ""Объекты по видам собственности"" вывести промежуточные итоги", =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10762,Доработка программы формирования печатных форм расчетно-платежных документов.,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10761,SD 603284 V3 добавить в XML формы номер исходящей поставки по примеру,NIS Сербия SAP23006_NPS_01  ,,,
10760, OPTIS-373 Таблицы интеграции ERP-OPTIMA,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10759,"Опекс RQ 537792 PZ document,abap code connected with 'Interface 39' in 1410",NIS Сербия SAP23006_NPS_01  ,,,
10758,"Капекс CR-1, ( RQ 1155566)  ZCJI3",NIS Сербия SAP23006_NPS_01  ,,,
10757,OPTIS-189,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10756,CR 601662 / LO : Ошибка программы - транзакция VF03,NIS Сербия SAP23006_NPS_01  ,,,
10755,Доработка «Универсального отчета по объектам недвижимости»,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10754,"Налоговый мониторинг - Доп лист Книги покупок, получения номеров документов FI-CA и вывод в MS Excel",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10753,Запрос IM9922761. Возможность продления договоров, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10752,"Налоговый мониторинг -Доп лист Книги продаж, получения номеров документов FI-CA и вывод в MS Excel",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10751,OPTIS-383,SAP22030_NOKT_02 Нокиан  вторая очередь,"На экранной форме ""Подбор ТМЦ для перезаказа"" отображаются не все ТМЦ",11086,
10750,SHLOG-187 Доработка справочника лабораторных анализов в АРМ Весовщика и создание новой плитки в интерфейсе,РусАгро - ЗНИ,,,
10749,Анализ разбивки разнесения БВ по ККС 50 (Разнесение по соглашениям) на два вида платежа (доработка по 2205),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10748,"Восстановить проверку в карточке ""Контрагент""",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10747,603284 Компановка транспортных запросов,NIS Сербия SAP23006_NPS_01  ,,,
10746,Ошибка при открытии объекта имущества, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10745,OPTIS-42. Доработка мобильного приложения ,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10744,OPTIS-42. Доработка клиентского приложения ,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10743,OPTIS-42,SAP22030_NOKT_02 Нокиан  вторая очередь,"OPTIS-42. Доработка клиентского приложения , OPTIS-42. Доработка мобильного приложения ","10744, 10745",
10742,"Налоговый мониторинг -Книги покупок, получения номеров документов FI-CA и вывод в MS Excel",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10741,Пакетник на заполнение удельного показателя кадастровой стоимости,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10740,Объекты имущества 1.20 Многопозиционный Факт БДР, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10739,Ошибка при сохранении карточки ОН: неверно отрабатывает проверка на суммарную площадь по документам управления,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10738,В карточке суда на вкладке Контракты выводятся плановые объемы и суммы без учета доп.соглашений,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10737,IN 747164 - Интеграция с SAP XI,NIS Сербия SAP23006_NPS_01  ,,,
10736,СМ 	7000408228 (2000108052) Ошибка в ZISU_PRED_ZACH_AV_RP - Предв. зачет авансов - руч. проводки,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10735,OPTIS-371. Не получается загрузить PO в систему,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10734,В отчет по неиспользуемым объектам попадают ОН со статусом Архивный,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10733,Ошибка при формировании печатной формы Отчета по размещению архивов судов,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10732,OPTIS-29 МР Лишнее уведомление при изменении статуса операции,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10731,"В отчет 7.2 не выводятся данные оплат и актов, внесенные на объекты жилой недвижимости",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10730,Доработка алгоритма в программе формирования данных для расчетно-платежных документов по заявке 2000107978 (7000407965),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10729,1.7 Общий отчет по затратам, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10728,СМ	7000407953 (2000107972) Ошибка в ZISU_PRED_ZACH_AV_RP - Предв. зачет авансов - руч. проводки,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10727,Настройка отчета Сводный реестр земельных участков, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10726,Запросы СУЭ IM9742961 и IM9830024, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10725,CR 688692 Программа Z_CO_PRECONSDAT (материал 11202),NIS Сербия SAP23006_NPS_01  ,,,
10724,Ошибка открытия документов., =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10723,Ошибка в карточке ЕО, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10722,OPTIS-43 ТМЦ ошибочно появляется в списке подбора ТМЦ,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10721,Доработка карточки Путевого листа 4.9 , =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10720,"Налоговый мониторинг -Книги продаж, получения номеров документов FI-CA и вывод в  MS Excel",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10719,Создание картотеки «Сроки норм расходов топлива», =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10718,CR 726645 оценка. SEF+ЕЛСШПЕД,NIS Сербия SAP23006_NPS_01  ,CR726645 (CAPEX) Расширение Z_PRINTMNG для БЕ1430,11056,
10717,Не подтягивается Правообладатель, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10716,OPTIS-368. Ошибка выгрузки в MS Excel отчетов,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10715,OPTIS-368. Ошибка выгрузки в MS Excel отчета Складские транзакции,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10714,Выгрузка КСФ в формате pdf с внесением изменений по заявке 2000107803 (7000407392),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10713,"После оформления документа ""Приход от поставщика"" в карточке ТМЦ обнуляются остатки",SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10712,"Добавить чек-бокс ""В аутсорсинге"" в карточку ТС", =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10711,OPTIS-342,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10710,CR No. 2 (1170734) - Creation of report for Payment methods control,NIS Сербия SAP23006_NPS_01  ,,,
10709,Изменить алгоритм вывода балансодержателя в отчете В 7.11,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10708,Ошибка при экспорте отчетов в формат MS Excel (dot.net),SAP22030_NOKT_01 Нокиан  ,,,
10707,СМ 7000407255 Ошибки в ZISU_SELL_BOOK_2013 - Книга продаж 2013 за 06.2023,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10706,доработка алгоритма формирования данных в ФМ ZISU_PRD2_XML_AP_20 по заявке 2000107620 (7000406729),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10705,Проблемы с обновлением остатков,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10704,"Ошибка подтаблицы ""Характеристики"" в карточке ", =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10703,Невозможно ввести год в вэб интерфейсе, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10702,Изменения алгоритма вывода данных в отчете В 7.10,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10701,SH-374 Оптимизация АРМ Планирования,РусАгро - ЗНИ,,,
10700,SH-374 Оптимизация АРМ Планирования,РусАгро - ЗНИ,,,
10699,IN 705769  Ошибка при обработке IDOC,NIS Сербия SAP23006_NPS_01  ,,,
10698,"CR 706937 - расширение поля BT-22 в XML, доработка печатной формы",NIS Сербия SAP23006_NPS_01  ,,,
10697,SH-349 РАСЧЕТ СХОДИМОСТИ АУЗ,РусАгро - ЗНИ,,,
10696,"Ошибка таблицы ""Финансовые ресурсы"" в карточке ""Заявка на обслуживание""",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10695,SH-349 РАСЧЕТ СХОДИМОСТИ АУЗ,РусАгро - ЗНИ,,,
10694,К разработке по ограничению доступа, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10693,СМ 	7000406851 (2000107648) ZISU_SALDO_FL - Бухгалтерская справка ФЛ 06.2023,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10692,Добавление кадра в Заявке, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10691,"Некорректное отображение ТМЦ на экранной форме ""Подбор ТМЦ""",SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10690,"Проблема с отображением единиц изменения в складских документах (Приход ТМЦ от поставщика, Заказ на закупку) + полок в документе ""Приход ТМЦ от поставщика""",SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10689,SHLOG-224 / LOG-199 / RFID поле в отчёте,РусАгро - Штрих-кодирование,,,
10688,Приход ТМЦ от поставщика. Некорректное отображение остатков на полке,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10687,Доработка алгоритма формирования данных в программе формирования документов в формате pdf по заявке 2000107587 (7000406585),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10686,Проверка алгоритма формирования данных в документе акт приема-передачи в транзакции печати и отправки РПД в ЭДО по заявке 2000107620 (7000406729),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10685,РАИ ГП фоновый запуск транзакции ZPM_ORD_CREATE SHA-135,РусАгро - ЗНИ,,,
10684, SHLOG-247   Доработка кластера ракурсов ZMM_ENHANCEMENTS,РусАгро - Тех.поддержка,,,
10682,SHLOG-252 Доработка отчета ZMM_REP_OTGR (отгрузка сои с данными протеина) - ПКМ (новые требования),РусАгро - Тех.поддержка,,,
10680,SHLOG-242 ДОРАБОТКА ОТЧЕТА ZMM_OZM (ОТЧЕТ ОБ ИСП МАТЕРИАЛОВ В ДОКУМЕНТАХ),РусАгро - Тех.поддержка,,,
10679,СМ 7000406552 - ZISU_VED2_51_2015 - Ведомость №2 по дебету сч.51 (2015)  по р/с 3025 в 06.23 нет данных за 14.06.2023,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10678,СМ 7000406544 Ошибки в ZISU_PRED_ZACH_AV_RP - Предв. зачет авансов - руч. проводки 06.2023,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10677,Сальдо в  06.2023,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10676,Доработка Отчета по итогам эксплуатации зданий в осенне-зимний период,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10675,Ошибка при добавлении задачи ,Пилотный проект Аэрофлот (ТТ+ТБ),,,
10674,При формировании недельных планов автоматом также формируются рабочие задания,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10673,Ошибка при добавлении нового проекта ,Пилотный проект Аэрофлот (ТТ+ТБ),,,
10672,В складских документах не отображаются единицы измерения,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10671,Запрос IM9758259. Ошибки в отчете по ГСМ, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10670,OPTIS-29 (изменения в МР),SAP22030_NOKT_02 Нокиан  вторая очередь,OPTIS-29 МР Лишнее уведомление при изменении статуса операции,10732,
10669,Ошибка отбора документов в уточняющих отчетах (Отчет по форме собственности),=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10668,"В отчете ""Остатки ТМЦ (с упаковками)"" не выводятся упаковки",Белгородская индейка,,,
10667,В документе Сборка не подтягивается Предприятие из документа основания,Белгородская индейка,,,
10666,Переименовать столбец Балансодержатель в отчетах по неиспользуемым ОН и архивам судов ,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10665,"Доработка отчета ""Отчет о подготовке к осенне-зимнему периоду""",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10664,Изменить проверку на заполнение полей в карточке приемки ,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10663,OPTIS-359/ загрузка техкарт,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10662,Ошибка в отчете Остатки ТМЦ (табл. по ТМЦ),Белгородская индейка,,,
10661,"Ошибка в поле ""Партия""",Белгородская индейка,,,
10660,Дополнительные ФТ к ЗНИ2205,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10659,Ошибка контейнера в Приеме из производства,Белгородская индейка,,,
10658,Создать транзакцию для проставления в каждой указанной карточке претензии нужную категорию,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10657,Описание структуры данных для создания режима редактирования налоговой отчетности (Налоговый мониторинг),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10656,OPTIS-304,SAP22030_NOKT_02 Нокиан  вторая очередь,,,
10655,Удаление документов БДР при удалении строки договора, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10654,Скрыть видимость пунктов меню Договоры и отчеты по договорам, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10653,CR No. 3 (422410) - Automatic import of the European Central Bank (ECB) exchange rate for EuroDollar  into the SAP system,NIS Сербия SAP23006_NPS_01  ,,,
10652,SD 1138624 добавить в печатные формы номер счёта банка по примеру,NIS Сербия SAP23006_NPS_01  ,,,
10651,"Добавить в роли на вкладке ""Контроль"" ограничение по Подразделению", =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10650,OPTIS-356. Активная сессия у некоторых пользователей более 12 часов.,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10649,Добавить отчеты в ролевой центр, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10648,CR 726660/CO БЕ1430 Petrohemija SAP implementation,NIS Сербия SAP23006_NPS_01  ,,,
10647,"Разработать пакетник для заполнения картотеки ""Технологические карты""",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10646,Ограничение выборки в отчетах по филиалу пользователя, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10645,"Убрать проверку на заполнение поля ""Сумма"" в карточке Заявки",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10644,Убрать запрет откатывания единственной проводки степени использования,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10643,SD 603284 V2 добавить в печатные формы номер исходящей поставки по примеру,NIS Сербия SAP23006_NPS_01  ,,,
10642,CR 592616 V2 добавить в печатные формы данные банка и изменить нумерацию страниц с i на 1,NIS Сербия SAP23006_NPS_01  ,,,
10641,Разработать пакетник на создание операций по осенне-зимнему периоду,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10640,Анализ программ формирования налоговой отчетности для добавления номера документа FI-CA (Налоговый мониторинг),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10639,Ошибка при открытии Отчета ОстаткиТМЦ_Партия_ПроизводственныеЗаказы,Белгородская индейка,,,
10638,OPTIS-354. Загрузка техкарт,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10637,Интеграция,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10636,Ошибка в карточках Объектов имущества, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10635,Ошибки в отчетах, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10634,"Доработка вида работ ""Эксплуатация в осенне-зимний период""",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10633,"697438 Добавить столбец ""номер материала поставщика"" в отчет me5j",NIS Сербия SAP23006_NPS_01  ,,,
10632,Не работает отчет об энергетической эффективности,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10631,Корректировка полей в сделке продажи,Белгородская индейка,,,
10630,Справочник Объекты, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10629,Доработка пакета соединения системы Турбо Трекинг и Турбо Бюдженитование,Пилотный проект Аэрофлот (ТТ+ТБ),,,
10628,Выгрузка параметров в таблицу, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10627,Подготовка Технического описания проекта Repair, Релизы ТУРБО,,,
10626,Параметры в отчете Структура площадей по ФО, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10625,Сводный отчет по МНГ,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10624,Отчет по МГН (ПБС),=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10623,4.2 и 4.3 Изменение карточки ТС, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10622,SHLOG-187 Доработка справочника лабораторных анализов в АРМ Весовщика и создание новой плитки в интерфейсе,РусАгро - ЗНИ,,,
10621,Доработка карточки контейнера,Белгородская индейка,,,
10620,График поставок - Просмотр данных, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10619,Якорь на пробег, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10618,"ZISU_SELL_BOOK_2013 - Книга продаж 2013  за 05.2023 - нет части проводок переносов с авансов, образованных при перерасчете в 04.2023",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10617,OPTIS-348 OPTIS-349 OPTIS-350,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10616,OPTIS-337. Не обновляются остатки после инвентаризации,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10615,OPTIS-332. При проведении инвентаризации занулились позиции,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10614,СМ 7000404474 (2000106928) Вывод примечания в ZISU_SV_PROV2 - Свод проводок 2 по 51*-62* дополнение,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
